Player,starting_11,team,game,Season
David Luiz,Y,Chelsea,Everton vs Chelsea,2018
Sergio Rico,Y,Fulham,Fulham vs Manchester City,2018
Ryan Sessegnon,Y,Fulham,Fulham vs Manchester City,2018
Calum Chambers,Y,Fulham,Fulham vs Manchester City,2018
Tom Cairney,Y,Fulham,Fulham vs Manchester City,2018
Floyd Ayité,Y,Fulham,Fulham vs Manchester City,2018
Ryan Babel,Y,Fulham,Fulham vs Manchester City,2018
Maxime Le Marchand,Y,Fulham,Fulham vs Manchester City,2018
Timothy Fosu-Mensah,Y,Fulham,Fulham vs Manchester City,2018
Cyrus Christie,Y,Fulham,Fulham vs Manchester City,2018
Joe Bryan,Y,Fulham,Fulham vs Manchester City,2018
Andre-Frank Zambo Anguissa,Y,Fulham,Fulham vs Manchester City,2018
Ederson,Y,Manchester City,Fulham vs Manchester City,2018
Kyle Walker,Y,Manchester City,Fulham vs Manchester City,2018
Raheem Sterling,Y,Manchester City,Fulham vs Manchester City,2018
İlkay Gündoğan,Y,Manchester City,Fulham vs Manchester City,2018
Sergio Agüero,Y,Manchester City,Fulham vs Manchester City,2018
Aymeric Laporte,Y,Manchester City,Fulham vs Manchester City,2018
Kevin De Bruyne,Y,Manchester City,Fulham vs Manchester City,2018
Bernardo Silva,Y,Manchester City,Fulham vs Manchester City,2018
David Silva,Y,Manchester City,Fulham vs Manchester City,2018
Nicolás Otamendi,Y,Manchester City,Fulham vs Manchester City,2018
Oleksandr Zinchenko,Y,Manchester City,Fulham vs Manchester City,2018
Tom Heaton,Y,Burnley,Burnley vs Wolves,2018
Charlie Taylor,Y,Burnley,Burnley vs Wolves,2018
Jack Cork,Y,Burnley,Burnley vs Wolves,2018
James Tarkowski,Y,Burnley,Burnley vs Wolves,2018
Ben Mee,Y,Burnley,Burnley vs Wolves,2018
Ashley Barnes,Y,Burnley,Burnley vs Wolves,2018
Chris Wood,Y,Burnley,Burnley vs Wolves,2018
Jeff Hendrick,Y,Burnley,Burnley vs Wolves,2018
Ashley Westwood,Y,Burnley,Burnley vs Wolves,2018
Phil Bardsley,Y,Burnley,Burnley vs Wolves,2018
Dwight McNeil,Y,Burnley,Burnley vs Wolves,2018
Rui Patrício,Y,Wolves,Burnley vs Wolves,2018
Ivan Cavaleiro,Y,Wolves,Burnley vs Wolves,2018
Rúben Neves,Y,Wolves,Burnley vs Wolves,2018
Willy Boly,Y,Wolves,Burnley vs Wolves,2018
Conor Coady,Y,Wolves,Burnley vs Wolves,2018
Diogo Jota,Y,Wolves,Burnley vs Wolves,2018
Jonny Castro,Y,Wolves,Burnley vs Wolves,2018
Romain Saïss,Y,Wolves,Burnley vs Wolves,2018
João Moutinho,Y,Wolves,Burnley vs Wolves,2018
Leander Dendoncker,Y,Wolves,Burnley vs Wolves,2018
Adama Traoré,Y,Wolves,Burnley vs Wolves,2018
Vicente Guaita,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Patrick van Aanholt,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Luka Milivojević,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
James Tomkins,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Scott Dann,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Max Meyer,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Andros Townsend,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Wilfried Zaha,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Jeffrey Schlupp,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Michy Batshuayi,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Aaron Wan-Bissaka,Y,Crystal Palace,Crystal Palace vs Huddersfield,2018
Ben Hamer,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Tommy Smith,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Terence Kongolo,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Jonathan Hogg,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Juninho Bacuna,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Aaron Mooy,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Chris Löwe,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Karlan Grant,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Alex Pritchard,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Christopher Schindler,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Erik Durm,Y,Huddersfield,Crystal Palace vs Huddersfield,2018
Kasper Schmeichel,Y,Leicester City,Leicester City vs Bournemouth,2018
Ben Chilwell,Y,Leicester City,Leicester City vs Bournemouth,2018
Wes Morgan,Y,Leicester City,Leicester City vs Bournemouth,2018
Jonny Evans,Y,Leicester City,Leicester City vs Bournemouth,2018
Demarai Gray,Y,Leicester City,Leicester City vs Bournemouth,2018
Jamie Vardy,Y,Leicester City,Leicester City vs Bournemouth,2018
James Maddison,Y,Leicester City,Leicester City vs Bournemouth,2018
Ricardo Pereira,Y,Leicester City,Leicester City vs Bournemouth,2018
Harvey Barnes,Y,Leicester City,Leicester City vs Bournemouth,2018
Youri Tielemans,Y,Leicester City,Leicester City vs Bournemouth,2018
Wilfred Ndidi,Y,Leicester City,Leicester City vs Bournemouth,2018
Asmir Begović,Y,Bournemouth,Leicester City vs Bournemouth,2018
Dan Gosling,Y,Bournemouth,Leicester City vs Bournemouth,2018
Nathan Aké,Y,Bournemouth,Leicester City vs Bournemouth,2018
Jefferson Lerma,Y,Bournemouth,Leicester City vs Bournemouth,2018
Charlie Daniels,Y,Bournemouth,Leicester City vs Bournemouth,2018
Callum Wilson,Y,Bournemouth,Leicester City vs Bournemouth,2018
Joshua King,Y,Bournemouth,Leicester City vs Bournemouth,2018
David Brooks,Y,Bournemouth,Leicester City vs Bournemouth,2018
Nathaniel Clyne,Y,Bournemouth,Leicester City vs Bournemouth,2018
Ryan Fraser,Y,Bournemouth,Leicester City vs Bournemouth,2018
Chris Mepham,Y,Bournemouth,Leicester City vs Bournemouth,2018
Mathew Ryan,Y,Brighton,Brighton vs Southampton,2018
Shane Duffy,Y,Brighton,Brighton vs Southampton,2018
Lewis Dunk,Y,Brighton,Brighton vs Southampton,2018
Dale Stephens,Y,Brighton,Brighton vs Southampton,2018
Yves Bissouma,Y,Brighton,Brighton vs Southampton,2018
Anthony Knockaert,Y,Brighton,Brighton vs Southampton,2018
Alireza Jahanbakhsh,Y,Brighton,Brighton vs Southampton,2018
Glenn Murray,Y,Brighton,Brighton vs Southampton,2018
Martín Montoya,Y,Brighton,Brighton vs Southampton,2018
Davy Pröpper,Y,Brighton,Brighton vs Southampton,2018
Bernardo,Y,Brighton,Brighton vs Southampton,2018
Angus Gunn,Y,Southampton,Brighton vs Southampton,2018
Maya Yoshida,Y,Southampton,Brighton vs Southampton,2018
Danny Ings,Y,Southampton,Brighton vs Southampton,2018
Oriol Romeu,Y,Southampton,Brighton vs Southampton,2018
James Ward-Prowse,Y,Southampton,Brighton vs Southampton,2018
Stuart Armstrong,Y,Southampton,Brighton vs Southampton,2018
Ryan Bertrand,Y,Southampton,Brighton vs Southampton,2018
Nathan Redmond,Y,Southampton,Brighton vs Southampton,2018
Pierre Højbjerg,Y,Southampton,Brighton vs Southampton,2018
Jan Bednarek,Y,Southampton,Brighton vs Southampton,2018
Valery,Y,Southampton,Brighton vs Southampton,2018
David de Gea,Y,Manchester Utd,Manchester Utd vs Watford,2018
Phil Jones,Y,Manchester Utd,Manchester Utd vs Watford,2018
Paul Pogba,Y,Manchester Utd,Manchester Utd vs Watford,2018
Juan Mata,Y,Manchester Utd,Manchester Utd vs Watford,2018
Marcus Rashford,Y,Manchester Utd,Manchester Utd vs Watford,2018
Anthony Martial,Y,Manchester Utd,Manchester Utd vs Watford,2018
Chris Smalling,Y,Manchester Utd,Manchester Utd vs Watford,2018
Ashley Young,Y,Manchester Utd,Manchester Utd vs Watford,2018
Ander Herrera,Y,Manchester Utd,Manchester Utd vs Watford,2018
Luke Shaw,Y,Manchester Utd,Manchester Utd vs Watford,2018
Nemanja Matić,Y,Manchester Utd,Manchester Utd vs Watford,2018
Ben Foster,Y,Watford,Manchester Utd vs Watford,2018
Daryl Janmaat,Y,Watford,Manchester Utd vs Watford,2018
Miguel Britos,Y,Watford,Manchester Utd vs Watford,2018
Gerard Deulofeu,Y,Watford,Manchester Utd vs Watford,2018
Troy Deeney,Y,Watford,Manchester Utd vs Watford,2018
Adam Masina,Y,Watford,Manchester Utd vs Watford,2018
Abdoulaye Doucouré,Y,Watford,Manchester Utd vs Watford,2018
Will Hughes,Y,Watford,Manchester Utd vs Watford,2018
Christian Kabasele,Y,Watford,Manchester Utd vs Watford,2018
Étienne Capoue,Y,Watford,Manchester Utd vs Watford,2018
Roberto Pereyra,Y,Watford,Manchester Utd vs Watford,2018
Łukasz Fabiański,Y,West Ham,West Ham vs Everton,2018
Aaron Cresswell,Y,West Ham,West Ham vs Everton,2018
Pablo Zabaleta,Y,West Ham,West Ham vs Everton,2018
Marko Arnautović,Y,West Ham,West Ham vs Everton,2018
Manuel Lanzini,Y,West Ham,West Ham vs Everton,2018
Robert Snodgrass,Y,West Ham,West Ham vs Everton,2018
Pedro Obiang,Y,West Ham,West Ham vs Everton,2018
Angelo Ogbonna,Y,West Ham,West Ham vs Everton,2018
Issa Diop,Y,West Ham,West Ham vs Everton,2018
Lucas Pérez,Y,West Ham,West Ham vs Everton,2018
Declan Rice,Y,West Ham,West Ham vs Everton,2018
Jordan Pickford,Y,Everton,West Ham vs Everton,2018
Michael Keane,Y,Everton,West Ham vs Everton,2018
Kurt Zouma,Y,Everton,West Ham vs Everton,2018
André Gomes,Y,Everton,West Ham vs Everton,2018
Gylfi Sigurðsson,Y,Everton,West Ham vs Everton,2018
Lucas Digne,Y,Everton,West Ham vs Everton,2018
Idrissa Gana Gueye,Y,Everton,West Ham vs Everton,2018
Bernard,Y,Everton,West Ham vs Everton,2018
Séamus Coleman,Y,Everton,West Ham vs Everton,2018
Dominic Calvert-Lewin,Y,Everton,West Ham vs Everton,2018
Richarlison,Y,Everton,West Ham vs Everton,2018
Neil Etheridge,Y,Cardiff City,Cardiff City vs Chelsea,2018
Lee Peltier,Y,Cardiff City,Cardiff City vs Chelsea,2018
Joe Bennett,Y,Cardiff City,Cardiff City vs Chelsea,2018
Sean Morrison,Y,Cardiff City,Cardiff City vs Chelsea,2018
Bruno Ecuele Manga,Y,Cardiff City,Cardiff City vs Chelsea,2018
Harry Arter,Y,Cardiff City,Cardiff City vs Chelsea,2018
Josh Murphy,Y,Cardiff City,Cardiff City vs Chelsea,2018
Aron Gunnarsson,Y,Cardiff City,Cardiff City vs Chelsea,2018
Víctor Camarasa,Y,Cardiff City,Cardiff City vs Chelsea,2018
Oumar Niasse,Y,Cardiff City,Cardiff City vs Chelsea,2018
Junior Hoilett,Y,Cardiff City,Cardiff City vs Chelsea,2018
Kepa Arrizabalaga,Y,Chelsea,Cardiff City vs Chelsea,2018
Antonio Rüdiger,Y,Chelsea,Cardiff City vs Chelsea,2018
Marcos Alonso,Y,Chelsea,Cardiff City vs Chelsea,2018
Jorginho,Y,Chelsea,Cardiff City vs Chelsea,2018
Ross Barkley,Y,Chelsea,Cardiff City vs Chelsea,2018
Gonzalo Higuaín,Y,Chelsea,Cardiff City vs Chelsea,2018
Pedro,Y,Chelsea,Cardiff City vs Chelsea,2018
Mateo Kovačić,Y,Chelsea,Cardiff City vs Chelsea,2018
Willian,Y,Chelsea,Cardiff City vs Chelsea,2018
César Azpilicueta,Y,Chelsea,Cardiff City vs Chelsea,2018
David Luiz,Y,Chelsea,Cardiff City vs Chelsea,2018
Alisson,Y,Liverpool,Liverpool vs Tottenham,2018
Virgil van Dijk,Y,Liverpool,Liverpool vs Tottenham,2018
Georginio Wijnaldum,Y,Liverpool,Liverpool vs Tottenham,2018
James Milner,Y,Liverpool,Liverpool vs Tottenham,2018
Roberto Firmino,Y,Liverpool,Liverpool vs Tottenham,2018
Sadio Mané,Y,Liverpool,Liverpool vs Tottenham,2018
Mohamed Salah,Y,Liverpool,Liverpool vs Tottenham,2018
Jordan Henderson,Y,Liverpool,Liverpool vs Tottenham,2018
Andrew Robertson,Y,Liverpool,Liverpool vs Tottenham,2018
Joël Matip,Y,Liverpool,Liverpool vs Tottenham,2018
Trent Alexander-Arnold,Y,Liverpool,Liverpool vs Tottenham,2018
Hugo Lloris,Y,Tottenham,Liverpool vs Tottenham,2018
Kieran Trippier,Y,Tottenham,Liverpool vs Tottenham,2018
Danny Rose,Y,Tottenham,Liverpool vs Tottenham,2018
Toby Alderweireld,Y,Tottenham,Liverpool vs Tottenham,2018
Jan Vertonghen,Y,Tottenham,Liverpool vs Tottenham,2018
Davinson Sánchez,Y,Tottenham,Liverpool vs Tottenham,2018
Harry Kane,Y,Tottenham,Liverpool vs Tottenham,2018
Moussa Sissoko,Y,Tottenham,Liverpool vs Tottenham,2018
Dele Alli,Y,Tottenham,Liverpool vs Tottenham,2018
Christian Eriksen,Y,Tottenham,Liverpool vs Tottenham,2018
Lucas Moura,Y,Tottenham,Liverpool vs Tottenham,2018
Bernd Leno,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Sokratis Papastathopoulos,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Aaron Ramsey,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Alexandre Lacazette,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Mesut Özil,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Ainsley Maitland-Niles,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Alex Iwobi,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Nacho Monreal,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Shkodran Mustafi,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Mattéo Guendouzi,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Sead Kolašinac,Y,Arsenal,Arsenal vs Newcastle Utd,2018
Martin Dúbravka,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Paul Dummett,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Jamaal Lascelles,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Salomón Rondón,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Mohamed Diamé,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Matt Ritchie,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Isaac Hayden,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Ayoze Pérez,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Florian Lejeune,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
DeAndre Yedlin,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Miguel Almirón,Y,Newcastle Utd,Arsenal vs Newcastle Utd,2018
Rui Patrício,Y,Wolves,Wolves vs Manchester Utd,2018
Matt Doherty,Y,Wolves,Wolves vs Manchester Utd,2018
Ryan Bennett,Y,Wolves,Wolves vs Manchester Utd,2018
Rúben Neves,Y,Wolves,Wolves vs Manchester Utd,2018
Raúl Jiménez,Y,Wolves,Wolves vs Manchester Utd,2018
Willy Boly,Y,Wolves,Wolves vs Manchester Utd,2018
Conor Coady,Y,Wolves,Wolves vs Manchester Utd,2018
Diogo Jota,Y,Wolves,Wolves vs Manchester Utd,2018
João Moutinho,Y,Wolves,Wolves vs Manchester Utd,2018
Rúben Vinagre,Y,Wolves,Wolves vs Manchester Utd,2018
Leander Dendoncker,Y,Wolves,Wolves vs Manchester Utd,2018
David de Gea,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Victor Lindelöf,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Paul Pogba,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Romelu Lukaku,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Chris Smalling,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Jesse Lingard,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Fred,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Ashley Young,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Diogo Dalot,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Luke Shaw,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Scott McTominay,Y,Manchester Utd,Wolves vs Manchester Utd,2018
Ben Foster,Y,Watford,Watford vs Fulham,2018
Adrian Mariappa,Y,Watford,Watford vs Fulham,2018
Gerard Deulofeu,Y,Watford,Watford vs Fulham,2018
Troy Deeney,Y,Watford,Watford vs Fulham,2018
Craig Cathcart,Y,Watford,Watford vs Fulham,2018
Abdoulaye Doucouré,Y,Watford,Watford vs Fulham,2018
Will Hughes,Y,Watford,Watford vs Fulham,2018
Kiko Femenía,Y,Watford,Watford vs Fulham,2018
José Holebas,Y,Watford,Watford vs Fulham,2018
Étienne Capoue,Y,Watford,Watford vs Fulham,2018
Roberto Pereyra,Y,Watford,Watford vs Fulham,2018
Sergio Rico,Y,Fulham,Watford vs Fulham,2018
Ryan Sessegnon,Y,Fulham,Watford vs Fulham,2018
Calum Chambers,Y,Fulham,Watford vs Fulham,2018
Aleksandar Mitrović,Y,Fulham,Watford vs Fulham,2018
Tom Cairney,Y,Fulham,Watford vs Fulham,2018
Ryan Babel,Y,Fulham,Watford vs Fulham,2018
Tim Ream,Y,Fulham,Watford vs Fulham,2018
Maxime Le Marchand,Y,Fulham,Watford vs Fulham,2018
Cyrus Christie,Y,Fulham,Watford vs Fulham,2018
Joe Bryan,Y,Fulham,Watford vs Fulham,2018
Andre-Frank Zambo Anguissa,Y,Fulham,Watford vs Fulham,2018
Kepa Arrizabalaga,Y,Chelsea,Chelsea vs Brighton,2018
Jorginho,Y,Chelsea,Chelsea vs Brighton,2018
N'Golo Kanté,Y,Chelsea,Chelsea vs Brighton,2018
Eden Hazard,Y,Chelsea,Chelsea vs Brighton,2018
Ruben Loftus-Cheek,Y,Chelsea,Chelsea vs Brighton,2018
Olivier Giroud,Y,Chelsea,Chelsea vs Brighton,2018
Callum Hudson-Odoi,Y,Chelsea,Chelsea vs Brighton,2018
Andreas Christensen,Y,Chelsea,Chelsea vs Brighton,2018
César Azpilicueta,Y,Chelsea,Chelsea vs Brighton,2018
David Luiz,Y,Chelsea,Chelsea vs Brighton,2018
Emerson Palmieri,Y,Chelsea,Chelsea vs Brighton,2018
Mathew Ryan,Y,Brighton,Chelsea vs Brighton,2018
Bruno,Y,Brighton,Chelsea vs Brighton,2018
Gaëtan Bong,Y,Brighton,Chelsea vs Brighton,2018
Shane Duffy,Y,Brighton,Chelsea vs Brighton,2018
Lewis Dunk,Y,Brighton,Chelsea vs Brighton,2018
Dale Stephens,Y,Brighton,Chelsea vs Brighton,2018
Yves Bissouma,Y,Brighton,Chelsea vs Brighton,2018
Florin Andone,Y,Brighton,Chelsea vs Brighton,2018
Alireza Jahanbakhsh,Y,Brighton,Chelsea vs Brighton,2018
Solly March,Y,Brighton,Chelsea vs Brighton,2018
Davy Pröpper,Y,Brighton,Chelsea vs Brighton,2018
Hugo Lloris,Y,Tottenham,Tottenham vs Crystal Palace,2018
Kieran Trippier,Y,Tottenham,Tottenham vs Crystal Palace,2018
Danny Rose,Y,Tottenham,Tottenham vs Crystal Palace,2018
Toby Alderweireld,Y,Tottenham,Tottenham vs Crystal Palace,2018
Jan Vertonghen,Y,Tottenham,Tottenham vs Crystal Palace,2018
Son Heung-min,Y,Tottenham,Tottenham vs Crystal Palace,2018
Harry Kane,Y,Tottenham,Tottenham vs Crystal Palace,2018
Moussa Sissoko,Y,Tottenham,Tottenham vs Crystal Palace,2018
Dele Alli,Y,Tottenham,Tottenham vs Crystal Palace,2018
Christian Eriksen,Y,Tottenham,Tottenham vs Crystal Palace,2018
Ben Davies,Y,Tottenham,Tottenham vs Crystal Palace,2018
Vicente Guaita,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Patrick van Aanholt,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Luka Milivojević,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
James Tomkins,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Cheikhou Kouyaté,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Wilfried Zaha,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Jeffrey Schlupp,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
James McArthur,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Michy Batshuayi,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Aaron Wan-Bissaka,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Martin Kelly,Y,Crystal Palace,Tottenham vs Crystal Palace,2018
Ederson,Y,Manchester City,Manchester City vs Cardiff City,2018
Danilo,Y,Manchester City,Manchester City vs Cardiff City,2018
John Stones,Y,Manchester City,Manchester City vs Cardiff City,2018
Aymeric Laporte,Y,Manchester City,Manchester City vs Cardiff City,2018
Kevin De Bruyne,Y,Manchester City,Manchester City vs Cardiff City,2018
Leroy Sané,Y,Manchester City,Manchester City vs Cardiff City,2018
Fernandinho,Y,Manchester City,Manchester City vs Cardiff City,2018
Riyad Mahrez,Y,Manchester City,Manchester City vs Cardiff City,2018
Gabriel Jesus,Y,Manchester City,Manchester City vs Cardiff City,2018
Oleksandr Zinchenko,Y,Manchester City,Manchester City vs Cardiff City,2018
Phil Foden,Y,Manchester City,Manchester City vs Cardiff City,2018
Neil Etheridge,Y,Cardiff City,Manchester City vs Cardiff City,2018
Lee Peltier,Y,Cardiff City,Manchester City vs Cardiff City,2018
Joe Bennett,Y,Cardiff City,Manchester City vs Cardiff City,2018
Sean Morrison,Y,Cardiff City,Manchester City vs Cardiff City,2018
Bruno Ecuele Manga,Y,Cardiff City,Manchester City vs Cardiff City,2018
Joe Ralls,Y,Cardiff City,Manchester City vs Cardiff City,2018
Josh Murphy,Y,Cardiff City,Manchester City vs Cardiff City,2018
Aron Gunnarsson,Y,Cardiff City,Manchester City vs Cardiff City,2018
Víctor Camarasa,Y,Cardiff City,Manchester City vs Cardiff City,2018
Oumar Niasse,Y,Cardiff City,Manchester City vs Cardiff City,2018
Junior Hoilett,Y,Cardiff City,Manchester City vs Cardiff City,2018
Angus Gunn,Y,Southampton,Southampton vs Liverpool,2018
Maya Yoshida,Y,Southampton,Southampton vs Liverpool,2018
Jannik Vestergaard,Y,Southampton,Southampton vs Liverpool,2018
Shane Long,Y,Southampton,Southampton vs Liverpool,2018
Oriol Romeu,Y,Southampton,Southampton vs Liverpool,2018
James Ward-Prowse,Y,Southampton,Southampton vs Liverpool,2018
Ryan Bertrand,Y,Southampton,Southampton vs Liverpool,2018
Nathan Redmond,Y,Southampton,Southampton vs Liverpool,2018
Pierre Højbjerg,Y,Southampton,Southampton vs Liverpool,2018
Jan Bednarek,Y,Southampton,Southampton vs Liverpool,2018
Valery,Y,Southampton,Southampton vs Liverpool,2018
Alisson,Y,Liverpool,Southampton vs Liverpool,2018
Fabinho,Y,Liverpool,Southampton vs Liverpool,2018
Virgil van Dijk,Y,Liverpool,Southampton vs Liverpool,2018
Georginio Wijnaldum,Y,Liverpool,Southampton vs Liverpool,2018
Naby Keïta,Y,Liverpool,Southampton vs Liverpool,2018
Roberto Firmino,Y,Liverpool,Southampton vs Liverpool,2018
Sadio Mané,Y,Liverpool,Southampton vs Liverpool,2018
Mohamed Salah,Y,Liverpool,Southampton vs Liverpool,2018
Andrew Robertson,Y,Liverpool,Southampton vs Liverpool,2018
Joël Matip,Y,Liverpool,Southampton vs Liverpool,2018
Trent Alexander-Arnold,Y,Liverpool,Southampton vs Liverpool,2018
Ben Hamer,Y,Huddersfield,Huddersfield vs Leicester City,2018
Tommy Smith,Y,Huddersfield,Huddersfield vs Leicester City,2018
Terence Kongolo,Y,Huddersfield,Huddersfield vs Leicester City,2018
Jonathan Hogg,Y,Huddersfield,Huddersfield vs Leicester City,2018
Aaron Mooy,Y,Huddersfield,Huddersfield vs Leicester City,2018
Chris Löwe,Y,Huddersfield,Huddersfield vs Leicester City,2018
Karlan Grant,Y,Huddersfield,Huddersfield vs Leicester City,2018
Alex Pritchard,Y,Huddersfield,Huddersfield vs Leicester City,2018
Christopher Schindler,Y,Huddersfield,Huddersfield vs Leicester City,2018
Jon Gorenc Stanković,Y,Huddersfield,Huddersfield vs Leicester City,2018
Erik Durm,Y,Huddersfield,Huddersfield vs Leicester City,2018
Kasper Schmeichel,Y,Leicester City,Huddersfield vs Leicester City,2018
Ben Chilwell,Y,Leicester City,Huddersfield vs Leicester City,2018
Çağlar Söyüncü,Y,Leicester City,Huddersfield vs Leicester City,2018
Wes Morgan,Y,Leicester City,Huddersfield vs Leicester City,2018
Demarai Gray,Y,Leicester City,Huddersfield vs Leicester City,2018
Jamie Vardy,Y,Leicester City,Huddersfield vs Leicester City,2018
James Maddison,Y,Leicester City,Huddersfield vs Leicester City,2018
Ricardo Pereira,Y,Leicester City,Huddersfield vs Leicester City,2018
Harvey Barnes,Y,Leicester City,Huddersfield vs Leicester City,2018
Youri Tielemans,Y,Leicester City,Huddersfield vs Leicester City,2018
Wilfred Ndidi,Y,Leicester City,Huddersfield vs Leicester City,2018
Asmir Begović,Y,Bournemouth,Bournemouth vs Burnley,2018
Dan Gosling,Y,Bournemouth,Bournemouth vs Burnley,2018
Nathan Aké,Y,Bournemouth,Bournemouth vs Burnley,2018
Jefferson Lerma,Y,Bournemouth,Bournemouth vs Burnley,2018
Callum Wilson,Y,Bournemouth,Bournemouth vs Burnley,2018
Adam Smith,Y,Bournemouth,Bournemouth vs Burnley,2018
